timestamp,asset_id,asset_type,sf6_pressure_bar,busbar_temp_c,busbar_delta_t,voltage_stability_pu,overall_status
2024-01-08 07:20:00,SUB-02,Substation,5.947,31.92,6.92,1.0062,Normal
2024-01-08 07:25:00,SUB-03,Substation,5.903,31.15,6.15,0.9937,Normal
2024-01-08 07:30:00,SUB-01,Substation,5.815,32.73,7.73,0.9854,Normal
2024-01-08 07:35:00,SUB-02,Substation,5.806,32.34,7.34,0.9958,Normal
2024-01-08 07:40:00,SUB-03,Substation,5.742,32.11,7.11,1.0085,Normal
2024-01-08 07:45:00,SUB-01,Substation,5.772,32.12,7.12,1.0086,Normal
2024-01-08 07:50:00,SUB-02,Substation,5.729,31.79,6.79,0.9978,Normal
2024-01-08 07:55:00,SUB-03,Substation,5.769,32.33,7.33,0.9974,Normal
2024-01-08 08:00:00,SUB-01,Substation,5.807,32.25,7.25,1.0071,Warning
2024-01-08 08:05:00,SUB-02,Substation,5.736,32.36,7.36,0.9905,Normal
2024-01-08 08:10:00,SUB-03,Substation,5.687,31.86,6.86,1.0017,Normal
2024-01-08 08:15:00,SUB-01,Substation,5.751,31.9,6.9,1.0005,Normal
2024-01-08 08:20:00,SUB-02,Substation,5.735,32.12,7.12,0.9968,Normal
2024-01-08 08:25:00,SUB-03,Substation,5.779,31.92,6.92,0.9929,Normal
2024-01-08 08:30:00,SUB-01,Substation,5.728,31.8,6.8,0.9908,Warning
2024-01-08 08:35:00,SUB-02,Substation,5.836,32.05,7.05,0.9988,Warning
2024-01-08 08:40:00,SUB-03,Substation,5.868,31.62,6.62,1.0107,Normal
2024-01-08 08:45:00,SUB-01,Substation,5.878,31.9,6.9,1.0017,Normal
2024-01-08 08:50:00,SUB-02,Substation,5.809,31.73,6.73,0.9975,Normal
2024-01-08 08:55:00,SUB-03,Substation,5.835,32.14,7.14,0.998,Normal
2024-01-08 09:00:00,SUB-01,Substation,5.82,32.0,7.0,1.0048,Normal
2024-01-08 09:05:00,SUB-02,Substation,5.862,31.78,6.78,0.992,Normal
2024-01-08 09:10:00,SUB-03,Substation,5.878,31.36,6.36,1.0086,Normal
2024-01-08 09:15:00,SUB-01,Substation,5.86,32.39,7.39,1.0039,Normal
2024-01-08 09:20:00,SUB-02,Substation,5.951,31.82,6.82,0.992,Normal
2024-01-08 09:25:00,SUB-03,Substation,6.002,31.88,6.88,0.9994,Normal
2024-01-08 09:30:00,SUB-01,Substation,6.049,31.52,6.52,0.9912,Normal
2024-01-08 09:35:00,SUB-02,Substation,5.962,31.27,6.27,1.0039,Normal
2024-01-08 09:40:00,SUB-03,Substation,5.931,31.49,6.49,1.0019,Normal
2024-01-08 09:45:00,SUB-01,Substation,5.935,31.83,6.83,1.0035,Normal
2024-01-08 09:50:00,SUB-02,Substation,5.94,32.14,7.14,0.9986,Normal
2024-01-08 09:55:00,SUB-03,Substation,5.92,32.05,7.05,0.9993,Normal
2024-01-08 10:00:00,SUB-01,Substation,5.86,31.74,6.74,1.0059,Warning
2024-01-08 10:05:00,SUB-02,Substation,5.864,31.82,6.82,0.9995,Normal
2024-01-08 10:10:00,SUB-03,Substation,5.865,31.41,6.41,1.0016,Normal
2024-01-08 10:15:00,SUB-01,Substation,5.838,31.74,6.74,0.9971,Normal
2024-01-08 10:20:00,SUB-02,Substation,5.765,31.65,6.65,0.9993,Normal
2024-01-08 10:25:00,SUB-03,Substation,5.728,31.16,6.16,1.0041,Normal
2024-01-08 10:30:00,SUB-01,Substation,5.688,31.98,6.98,0.9972,Normal
2024-01-08 10:35:00,SUB-02,Substation,5.606,31.35,6.35,1.0026,Normal
2024-01-08 10:40:00,SUB-03,Substation,5.592,31.73,6.73,1.0075,Warning
2024-01-08 10:45:00,SUB-01,Substation,5.647,32.2,7.2,1.0092,Normal
2024-01-08 10:50:00,SUB-02,Substation,5.633,32.06,7.06,1.0065,Normal
2024-01-08 10:55:00,SUB-03,Substation,5.686,32.19,7.19,0.9973,Normal
2024-01-08 11:00:00,SUB-01,Substation,5.689,32.08,7.08,0.995,Normal
2024-01-08 11:05:00,SUB-02,Substation,5.684,32.87,7.87,0.9994,Normal
2024-01-08 11:10:00,SUB-03,Substation,5.701,32.01,7.01,1.0023,Normal
2024-01-08 11:15:00,SUB-01,Substation,5.733,31.54,6.54,1.0079,Normal
2024-01-08 11:20:00,SUB-02,Substation,5.708,31.57,6.57,0.9925,Warning
2024-01-08 11:25:00,SUB-03,Substation,5.707,31.93,6.93,0.9923,Normal
2024-01-08 11:30:00,SUB-01,Substation,5.656,32.66,7.66,0.9986,Normal
2024-01-08 11:35:00,SUB-02,Substation,5.703,30.65,5.65,1.0012,Normal
2024-01-08 11:40:00,SUB-03,Substation,5.797,32.23,7.23,0.9975,Normal
2024-01-08 11:45:00,SUB-01,Substation,5.819,31.43,6.43,0.9994,Normal
2024-01-08 11:50:00,SUB-02,Substation,5.793,31.8,6.8,0.9941,Warning
2024-01-08 11:55:00,SUB-03,Substation,5.849,31.55,6.55,1.0009,Normal
2024-01-08 12:00:00,SUB-01,Substation,5.889,32.38,7.38,1.0028,Normal
2024-01-08 12:05:00,SUB-02,Substation,5.835,31.27,6.27,1.0037,Normal
2024-01-08 12:10:00,SUB-03,Substation,5.788,32.32,7.32,1.0084,Normal
2024-01-08 12:15:00,SUB-01,Substation,5.789,31.6,6.6,0.9997,Normal
2024-01-08 12:20:00,SUB-02,Substation,5.792,32.24,7.24,0.9968,Normal
2024-01-08 12:25:00,SUB-03,Substation,5.82,32.23,7.23,0.9999,Normal
2024-01-08 12:30:00,SUB-01,Substation,5.848,31.64,6.64,0.9954,Normal
2024-01-08 12:35:00,SUB-02,Substation,5.899,32.52,7.52,0.994,Normal
2024-01-08 12:40:00,SUB-03,Substation,5.915,31.51,6.51,1.0021,Normal
2024-01-08 12:45:00,SUB-01,Substation,5.836,31.99,6.99,0.9921,Normal
2024-01-08 12:50:00,SUB-02,Substation,5.855,31.78,6.78,0.9951,Normal
2024-01-08 12:55:00,SUB-03,Substation,5.874,31.73,6.73,1.0151,Warning
2024-01-08 13:00:00,SUB-01,Substation,5.897,31.87,6.87,0.9947,Normal
2024-01-08 13:05:00,SUB-02,Substation,5.907,32.85,7.85,1.0053,Warning
2024-01-08 13:10:00,SUB-03,Substation,5.83,32.3,7.3,0.995,Normal
2024-01-08 13:15:00,SUB-01,Substation,5.913,32.5,7.5,1.0049,Normal
2024-01-08 13:20:00,SUB-02,Substation,5.918,32.06,7.06,0.9897,Normal
2024-01-08 13:25:00,SUB-03,Substation,6.031,31.99,6.99,1.0104,Normal
2024-01-08 13:30:00,SUB-01,Substation,5.989,32.09,7.09,0.9977,Normal
2024-01-08 13:35:00,SUB-02,Substation,6.039,31.9,6.9,0.999,Normal
2024-01-08 13:40:00,SUB-03,Substation,6.01,31.66,6.66,0.9998,Normal
2024-01-08 13:45:00,SUB-01,Substation,6.045,32.61,7.61,1.008,Normal
2024-01-08 13:50:00,SUB-02,Substation,6.076,31.68,6.68,1.0077,Normal
2024-01-08 13:55:00,SUB-03,Substation,6.092,32.32,7.32,1.0038,Normal
2024-01-08 14:00:00,SUB-01,Substation,6.08,32.18,7.18,0.9944,Normal
2024-01-08 14:05:00,SUB-02,Substation,6.081,31.83,6.83,1.005,Normal
2024-01-08 14:10:00,SUB-03,Substation,6.066,31.49,6.49,0.9938,Normal
2024-01-08 14:15:00,SUB-01,Substation,6.079,32.13,7.13,0.9953,Normal
2024-01-08 14:20:00,SUB-02,Substation,6.02,32.35,7.35,0.9955,Normal
2024-01-08 14:25:00,SUB-03,Substation,6.087,32.1,7.1,1.002,Normal
2024-01-08 14:30:00,SUB-01,Substation,6.107,31.8,6.8,0.9986,Normal
2024-01-08 14:35:00,SUB-02,Substation,5.965,31.71,6.71,0.9999,Normal
2024-01-08 14:40:00,SUB-03,Substation,5.978,31.6,6.6,0.9987,Normal
2024-01-08 14:45:00,SUB-01,Substation,6.028,32.31,7.31,0.9932,Normal
2024-01-08 14:50:00,SUB-02,Substation,6.026,31.8,6.8,1.0031,Normal
2024-01-08 14:55:00,SUB-03,Substation,6.019,31.13,6.13,1.0111,Normal
2024-01-08 15:00:00,SUB-01,Substation,5.966,32.44,7.44,0.9908,Normal
2024-01-08 15:05:00,SUB-02,Substation,5.915,31.12,6.12,1.0002,Normal
2024-01-08 15:10:00,SUB-03,Substation,5.94,31.53,6.53,1.0058,Normal
2024-01-08 15:15:00,SUB-01,Substation,5.941,32.17,7.17,1.0007,Normal
2024-01-08 15:20:00,SUB-02,Substation,6.013,31.76,6.76,1.0096,Normal
2024-01-08 15:25:00,SUB-03,Substation,6.039,32.32,7.32,1.0036,Normal
2024-01-08 15:30:00,SUB-01,Substation,6.035,32.5,7.5,0.9939,Warning
2024-01-08 15:35:00,SUB-02,Substation,6.086,32.54,7.54,0.9984,Normal
2024-01-08 15:40:00,SUB-03,Substation,6.075,32.14,7.14,0.9991,Normal
2024-01-08 15:45:00,SUB-01,Substation,6.093,31.21,6.21,1.0057,Normal
2024-01-08 15:50:00,SUB-02,Substation,5.968,31.23,6.23,0.9942,Normal
2024-01-08 15:55:00,SUB-03,Substation,5.858,31.81,6.81,0.9883,Normal
2024-01-08 16:00:00,SUB-01,Substation,5.818,31.54,6.54,1.0015,Normal
2024-01-08 16:05:00,SUB-02,Substation,5.865,31.85,6.85,0.9984,Normal
2024-01-08 16:10:00,SUB-03,Substation,5.894,31.62,6.62,1.0003,Normal
2024-01-08 16:15:00,SUB-01,Substation,5.927,31.86,6.86,0.9902,Normal
2024-01-08 16:20:00,SUB-02,Substation,5.925,31.92,6.92,0.9925,Normal
2024-01-08 16:25:00,SUB-03,Substation,5.949,32.38,7.38,0.9977,Normal
2024-01-08 16:30:00,SUB-01,Substation,5.936,33.06,8.06,1.0058,Normal
2024-01-08 16:35:00,SUB-02,Substation,5.877,31.95,6.95,1.0035,Normal
2024-01-08 16:40:00,SUB-03,Substation,5.904,31.12,6.12,1.0058,Normal
2024-01-08 16:45:00,SUB-01,Substation,5.939,31.66,6.66,1.0005,Normal
2024-01-08 16:50:00,SUB-02,Substation,5.943,31.69,6.69,0.9963,Normal
2024-01-08 16:55:00,SUB-03,Substation,5.939,31.92,6.92,1.0005,Normal
2024-01-08 17:00:00,SUB-01,Substation,5.874,31.99,6.99,1.0,Normal
2024-01-08 17:05:00,SUB-02,Substation,5.856,31.32,6.32,1.014,Warning
2024-01-08 17:10:00,SUB-03,Substation,5.902,32.1,7.1,1.0026,Normal
2024-01-08 17:15:00,SUB-01,Substation,5.893,31.86,6.86,0.9948,Normal
2024-01-08 17:20:00,SUB-02,Substation,5.939,32.06,7.06,1.0017,Normal
2024-01-08 17:25:00,SUB-03,Substation,5.906,32.55,7.55,1.0125,Normal
2024-01-08 17:30:00,SUB-01,Substation,5.853,32.62,7.62,0.9894,Normal
2024-01-08 17:35:00,SUB-02,Substation,5.847,31.81,6.81,1.002,Normal
2024-01-08 17:40:00,SUB-03,Substation,5.833,31.83,6.83,0.9997,Normal
2024-01-08 17:45:00,SUB-01,Substation,5.79,31.1,6.1,1.0055,Normal
2024-01-08 17:50:00,SUB-02,Substation,5.789,31.21,6.21,0.9906,Normal
2024-01-08 17:55:00,SUB-03,Substation,5.806,31.57,6.57,0.9994,Warning
2024-01-08 18:00:00,SUB-01,Substation,5.818,31.32,6.32,0.9936,Normal
2024-01-08 18:05:00,SUB-02,Substation,5.896,32.48,7.48,0.9993,Normal
2024-01-08 18:10:00,SUB-03,Substation,5.897,32.18,7.18,0.9926,Normal
2024-01-08 18:15:00,SUB-01,Substation,5.891,31.98,6.98,0.9992,Normal
2024-01-08 18:20:00,SUB-02,Substation,5.967,31.67,6.67,0.9997,Normal
2024-01-08 18:25:00,SUB-03,Substation,5.994,31.21,6.21,1.0026,Normal
2024-01-08 18:30:00,SUB-01,Substation,5.913,31.83,6.83,0.9985,Normal
2024-01-08 18:35:00,SUB-02,Substation,5.858,32.36,7.36,1.0026,Normal
2024-01-08 18:40:00,SUB-03,Substation,5.844,31.87,6.87,0.9933,Warning
2024-01-08 18:45:00,SUB-01,Substation,5.828,32.56,7.56,0.992,Normal
2024-01-08 18:50:00,SUB-02,Substation,5.845,32.26,7.26,0.9904,Normal
2024-01-08 18:55:00,SUB-03,Substation,5.857,32.39,7.39,1.0061,Warning
2024-01-08 19:00:00,SUB-01,Substation,5.848,31.2,6.2,1.0027,Normal
2024-01-08 19:05:00,SUB-02,Substation,5.79,32.15,7.15,1.0042,Normal
2024-01-08 19:10:00,SUB-03,Substation,5.708,32.15,7.15,0.9942,Normal
2024-01-08 19:15:00,SUB-01,Substation,5.757,31.91,6.91,1.01,Normal
2024-01-08 19:20:00,SUB-02,Substation,5.829,31.53,6.53,1.0019,Normal
2024-01-08 19:25:00,SUB-03,Substation,5.872,32.48,7.48,0.9941,Normal
2024-01-08 19:30:00,SUB-01,Substation,5.882,31.4,6.4,0.9924,Normal
2024-01-08 19:35:00,SUB-02,Substation,5.846,32.17,7.17,0.9924,Normal
2024-01-08 19:40:00,SUB-03,Substation,5.917,31.94,6.94,1.0082,Normal
2024-01-08 19:45:00,SUB-01,Substation,5.861,31.98,6.98,0.9953,Normal
2024-01-08 19:50:00,SUB-02,Substation,5.873,32.05,7.05,0.9996,Normal
2024-01-08 19:55:00,SUB-03,Substation,5.817,32.19,7.19,1.0097,Warning
2024-01-08 20:00:00,SUB-01,Substation,5.747,32.17,7.17,1.0122,Normal
2024-01-08 20:05:00,SUB-02,Substation,5.754,32.19,7.19,0.9954,Normal
2024-01-08 20:10:00,SUB-03,Substation,5.689,32.96,7.96,0.9993,Normal
2024-01-08 20:15:00,SUB-01,Substation,5.62,31.56,6.56,1.0139,Normal
2024-01-08 20:20:00,SUB-02,Substation,5.559,31.69,6.69,0.9935,Warning
2024-01-08 20:25:00,SUB-03,Substation,5.528,31.77,6.77,0.9977,Warning
2024-01-08 20:30:00,SUB-01,Substation,5.568,32.39,7.39,0.9827,Warning
2024-01-08 20:35:00,SUB-02,Substation,5.596,32.39,7.39,0.9965,Warning
2024-01-08 20:40:00,SUB-03,Substation,5.712,31.83,6.83,1.0103,Warning
2024-01-08 20:45:00,SUB-01,Substation,5.768,32.09,7.09,1.0027,Normal
2024-01-08 20:50:00,SUB-02,Substation,5.723,31.98,6.98,1.0046,Normal
2024-01-08 20:55:00,SUB-03,Substation,5.705,32.68,7.68,0.9851,Warning
2024-01-08 21:00:00,SUB-01,Substation,5.736,32.46,7.46,1.0093,Warning
2024-01-08 21:05:00,SUB-02,Substation,5.668,32.21,7.21,0.9959,Normal
2024-01-08 21:10:00,SUB-03,Substation,5.654,31.52,6.52,1.0142,Normal
2024-01-08 21:15:00,SUB-01,Substation,5.682,31.62,6.62,1.0091,Normal
2024-01-08 21:20:00,SUB-02,Substation,5.72,32.16,7.16,1.0123,Normal
2024-01-08 21:25:00,SUB-03,Substation,5.745,31.87,6.87,0.9904,Normal
2024-01-08 21:30:00,SUB-01,Substation,5.767,32.0,7.0,0.9911,Normal
2024-01-08 21:35:00,SUB-02,Substation,5.749,33.12,8.12,1.0038,Normal
2024-01-08 21:40:00,SUB-03,Substation,5.759,32.33,7.33,1.0047,Normal
2024-01-08 21:45:00,SUB-01,Substation,5.776,31.71,6.71,0.9992,Normal
2024-01-08 21:50:00,SUB-02,Substation,5.804,32.05,7.05,1.0117,Normal
2024-01-08 21:55:00,SUB-03,Substation,5.824,31.51,6.51,0.9956,Normal
2024-01-08 22:00:00,SUB-01,Substation,5.811,31.85,6.85,0.996,Normal
2024-01-08 22:05:00,SUB-02,Substation,5.851,31.39,6.39,0.9838,Normal
2024-01-08 22:10:00,SUB-03,Substation,5.849,31.23,6.23,1.0066,Normal
2024-01-08 22:15:00,SUB-01,Substation,5.823,32.0,7.0,1.005,Normal
2024-01-08 22:20:00,SUB-02,Substation,5.833,31.76,6.76,0.9994,Normal
2024-01-08 22:25:00,SUB-03,Substation,5.918,32.68,7.68,1.0093,Normal
2024-01-08 22:30:00,SUB-01,Substation,5.919,32.4,7.4,1.0012,Normal
2024-01-08 22:35:00,SUB-02,Substation,5.904,32.22,7.22,1.0022,Normal
2024-01-08 22:40:00,SUB-03,Substation,5.9,31.93,6.93,0.9976,Normal
2024-01-08 22:45:00,SUB-01,Substation,5.936,32.47,7.47,0.9922,Normal
2024-01-08 22:50:00,SUB-02,Substation,5.923,32.62,7.62,0.9983,Normal
2024-01-08 22:55:00,SUB-03,Substation,5.946,31.45,6.45,0.9967,Normal
2024-01-08 23:00:00,SUB-01,Substation,5.904,31.63,6.63,0.9965,Normal
2024-01-08 23:05:00,SUB-02,Substation,5.91,31.75,6.75,0.9962,Normal
2024-01-08 23:10:00,SUB-03,Substation,5.895,31.87,6.87,0.9996,Normal
2024-01-08 23:15:00,SUB-01,Substation,5.898,32.32,7.32,0.9985,Normal
2024-01-08 23:20:00,SUB-02,Substation,5.892,32.14,7.14,1.0,Normal
2024-01-08 23:25:00,SUB-03,Substation,5.892,32.23,7.23,1.0003,Normal
2024-01-08 23:30:00,SUB-01,Substation,5.995,31.73,6.73,0.9945,Normal
2024-01-08 23:35:00,SUB-02,Substation,5.926,32.09,7.09,1.0076,Normal
2024-01-08 23:40:00,SUB-03,Substation,5.954,31.9,6.9,0.9958,Normal
2024-01-08 23:45:00,SUB-01,Substation,5.999,31.89,6.89,0.9966,Normal
2024-01-08 23:50:00,SUB-02,Substation,5.974,31.72,6.72,0.9913,Normal
2024-01-08 23:55:00,SUB-03,Substation,5.971,31.9,6.9,1.0014,Normal
2024-01-09 00:00:00,SUB-01,Substation,6.039,31.55,6.55,0.9947,Normal
2024-01-09 00:05:00,SUB-02,Substation,5.854,31.6,6.6,0.9917,Normal
2024-01-09 00:10:00,SUB-03,Substation,5.903,31.6,6.6,0.9988,Normal
2024-01-09 00:15:00,SUB-01,Substation,5.838,31.44,6.44,0.9992,Normal
2024-01-09 00:20:00,SUB-02,Substation,5.829,31.7,6.7,0.9944,Normal
2024-01-09 00:25:00,SUB-03,Substation,5.906,32.16,7.16,0.9962,Normal
2024-01-09 00:30:00,SUB-01,Substation,5.921,31.8,6.8,1.0078,Normal
2024-01-09 00:35:00,SUB-02,Substation,5.939,31.61,6.61,1.0094,Normal
2024-01-09 00:40:00,SUB-03,Substation,5.964,31.85,6.85,0.9932,Normal
2024-01-09 00:45:00,SUB-01,Substation,5.978,31.77,6.77,1.0004,Normal
2024-01-09 00:50:00,SUB-02,Substation,5.953,32.53,7.53,1.0048,Normal
2024-01-09 00:55:00,SUB-03,Substation,5.996,32.03,7.03,1.0076,Normal
2024-01-09 01:00:00,SUB-01,Substation,6.002,31.21,6.21,1.0015,Normal
2024-01-09 01:05:00,SUB-02,Substation,5.916,32.13,7.13,1.0019,Normal
2024-01-09 01:10:00,SUB-03,Substation,5.847,31.32,6.32,0.9939,Normal
2024-01-09 01:15:00,SUB-01,Substation,5.851,31.93,6.93,1.0067,Normal
2024-01-09 01:20:00,SUB-02,Substation,5.872,32.8,7.8,0.996,Normal
2024-01-09 01:25:00,SUB-03,Substation,5.844,31.45,6.45,1.0049,Warning
2024-01-09 01:30:00,SUB-01,Substation,5.806,33.1,8.1,1.0066,Normal
2024-01-09 01:35:00,SUB-02,Substation,5.753,31.69,6.69,1.0172,Normal
2024-01-09 01:40:00,SUB-03,Substation,5.707,32.29,7.29,0.9953,Normal
2024-01-09 01:45:00,SUB-01,Substation,5.735,32.81,7.81,0.9948,Normal
2024-01-09 01:50:00,SUB-02,Substation,5.77,31.74,6.74,1.0044,Normal
2024-01-09 01:55:00,SUB-03,Substation,5.725,31.99,6.99,1.0002,Normal
2024-01-09 02:00:00,SUB-01,Substation,5.773,32.02,7.02,1.0067,Normal
2024-01-09 02:05:00,SUB-02,Substation,5.864,31.02,6.02,1.0017,Normal
2024-01-09 02:10:00,SUB-03,Substation,5.861,31.88,6.88,0.9955,Normal
2024-01-09 02:15:00,SUB-01,Substation,5.801,31.68,6.68,0.9842,Normal
2024-01-09 02:20:00,SUB-02,Substation,5.77,31.66,6.66,1.0077,Normal
2024-01-09 02:25:00,SUB-03,Substation,5.708,32.35,7.35,0.9989,Normal
2024-01-09 02:30:00,SUB-01,Substation,5.673,31.41,6.41,1.0049,Normal
2024-01-09 02:35:00,SUB-02,Substation,5.718,32.55,7.55,1.0062,Normal
2024-01-09 02:40:00,SUB-03,Substation,5.707,31.59,6.59,0.9948,Normal
2024-01-09 02:45:00,SUB-01,Substation,5.812,32.7,7.7,0.9927,Normal
2024-01-09 02:50:00,SUB-02,Substation,5.822,32.2,7.2,0.9893,Normal
2024-01-09 02:55:00,SUB-03,Substation,5.839,31.87,6.87,1.0035,Normal
2024-01-09 03:00:00,SUB-01,Substation,5.834,31.99,6.99,1.0031,Normal
2024-01-09 03:05:00,SUB-02,Substation,5.796,31.48,6.48,0.9951,Normal
2024-01-09 03:10:00,SUB-03,Substation,5.864,32.2,7.2,1.0042,Normal
2024-01-09 03:15:00,SUB-01,Substation,5.87,32.09,7.09,1.0057,Normal
2024-01-09 03:20:00,SUB-02,Substation,5.894,31.3,6.3,0.9972,Normal
2024-01-09 03:25:00,SUB-03,Substation,5.882,32.77,7.77,1.0077,Normal
2024-01-09 03:30:00,SUB-01,Substation,5.908,32.27,7.27,0.9991,Normal
2024-01-09 03:35:00,SUB-02,Substation,5.913,32.43,7.43,1.0026,Normal
2024-01-09 03:40:00,SUB-03,Substation,5.889,31.36,6.36,1.006,Normal
2024-01-09 03:45:00,SUB-01,Substation,5.852,31.64,6.64,1.0046,Normal
2024-01-09 03:50:00,SUB-02,Substation,5.791,31.32,6.32,1.0096,Normal
2024-01-09 03:55:00,SUB-03,Substation,5.844,31.88,6.88,0.9933,Normal
2024-01-09 04:00:00,SUB-01,Substation,5.828,31.71,6.71,0.998,Normal
2024-01-09 04:05:00,SUB-02,Substation,5.815,32.0,7.0,1.0079,Normal
2024-01-09 04:10:00,SUB-03,Substation,5.828,32.03,7.03,0.987,Normal
2024-01-09 04:15:00,SUB-01,Substation,5.778,31.48,6.48,1.0165,Normal
2024-01-09 04:20:00,SUB-02,Substation,5.812,32.06,7.06,1.0057,Normal
2024-01-09 04:25:00,SUB-03,Substation,5.731,31.87,6.87,0.994,Normal
2024-01-09 04:30:00,SUB-01,Substation,5.651,31.8,6.8,1.0008,Normal
2024-01-09 04:35:00,SUB-02,Substation,5.794,31.81,6.81,1.0115,Normal
2024-01-09 04:40:00,SUB-03,Substation,5.793,31.74,6.74,0.9937,Normal
2024-01-09 04:45:00,SUB-01,Substation,5.839,32.34,7.34,1.0056,Normal
2024-01-09 04:50:00,SUB-02,Substation,5.837,32.01,7.01,0.9964,Normal
2024-01-09 04:55:00,SUB-03,Substation,5.828,31.2,6.2,1.0073,Normal
2024-01-09 05:00:00,SUB-01,Substation,5.889,32.36,7.36,0.9974,Normal
2024-01-09 05:05:00,SUB-02,Substation,5.88,32.03,7.03,0.9986,Normal
2024-01-09 05:10:00,SUB-03,Substation,5.893,32.68,7.68,0.9938,Normal
2024-01-09 05:15:00,SUB-01,Substation,5.925,31.74,6.74,0.9957,Normal
2024-01-09 05:20:00,SUB-02,Substation,5.93,32.13,7.13,1.0003,Warning
2024-01-09 05:25:00,SUB-03,Substation,5.978,32.08,7.08,0.9947,Normal
2024-01-09 05:30:00,SUB-01,Substation,5.896,32.62,7.62,0.9973,Normal
2024-01-09 05:35:00,SUB-02,Substation,5.919,32.5,7.5,1.0188,Normal
2024-01-09 05:40:00,SUB-03,Substation,5.892,31.63,6.63,1.0021,Normal
2024-01-09 05:45:00,SUB-01,Substation,5.843,31.94,6.94,1.0122,Normal
2024-01-09 05:50:00,SUB-02,Substation,5.805,31.88,6.88,1.0015,Normal
2024-01-09 05:55:00,SUB-03,Substation,5.767,32.1,7.1,0.9994,Normal
2024-01-09 06:00:00,SUB-01,Substation,5.78,32.32,7.32,1.0006,Normal
2024-01-09 06:05:00,SUB-02,Substation,5.844,32.2,7.2,1.0013,Normal
2024-01-09 06:10:00,SUB-03,Substation,5.866,31.75,6.75,0.9984,Normal
2024-01-09 06:15:00,SUB-01,Substation,5.816,32.23,7.23,1.0033,Normal
2024-01-09 06:20:00,SUB-02,Substation,5.86,32.52,7.52,1.0112,Warning
2024-01-09 06:25:00,SUB-03,Substation,5.906,31.78,6.78,1.0008,Normal
2024-01-09 06:30:00,SUB-01,Substation,5.869,31.92,6.92,0.9934,Warning
2024-01-09 06:35:00,SUB-02,Substation,5.871,32.24,7.24,1.0047,Normal
2024-01-09 06:40:00,SUB-03,Substation,5.847,31.55,6.55,0.9978,Normal
2024-01-09 06:45:00,SUB-01,Substation,5.853,31.8,6.8,0.9909,Normal
2024-01-09 06:50:00,SUB-02,Substation,5.817,31.98,6.98,0.9931,Normal
2024-01-09 06:55:00,SUB-03,Substation,5.773,32.07,7.07,1.0016,Normal
2024-01-09 07:00:00,SUB-01,Substation,5.807,32.17,7.17,1.0026,Normal
2024-01-09 07:05:00,SUB-02,Substation,5.831,32.64,7.64,0.9951,Normal
2024-01-09 07:10:00,SUB-03,Substation,5.834,31.68,6.68,1.0039,Normal
2024-01-09 07:15:00,SUB-01,Substation,5.843,31.94,6.94,1.0068,Normal
2024-01-09 07:20:00,SUB-02,Substation,5.85,32.24,7.24,1.0115,Normal
2024-01-09 07:25:00,SUB-03,Substation,5.846,31.96,6.96,0.9911,Normal
2024-01-09 07:30:00,SUB-01,Substation,5.855,32.14,7.14,0.9996,Normal
2024-01-09 07:35:00,SUB-02,Substation,5.89,32.22,7.22,1.004,Normal
2024-01-09 07:40:00,SUB-03,Substation,5.882,31.78,6.78,0.9939,Normal
2024-01-09 07:45:00,SUB-01,Substation,5.884,31.94,6.94,0.9857,Normal
2024-01-09 07:50:00,SUB-02,Substation,5.915,32.03,7.03,0.9976,Normal
2024-01-09 07:55:00,SUB-03,Substation,5.976,32.36,7.36,0.9881,Normal
2024-01-09 08:00:00,SUB-01,Substation,5.928,32.0,7.0,1.0095,Normal
2024-01-09 08:05:00,SUB-02,Substation,5.956,32.28,7.28,1.0059,Normal
2024-01-09 08:10:00,SUB-03,Substation,5.884,32.14,7.14,0.99,Warning
2024-01-09 08:15:00,SUB-01,Substation,5.933,32.07,7.07,1.0025,Normal
2024-01-09 08:20:00,SUB-02,Substation,5.919,31.55,6.55,0.9992,Normal
2024-01-09 08:25:00,SUB-03,Substation,5.921,30.78,5.78,0.998,Normal
2024-01-09 08:30:00,SUB-01,Substation,5.919,31.82,6.82,1.0084,Normal
2024-01-09 08:35:00,SUB-02,Substation,5.963,31.75,6.75,0.9984,Normal
2024-01-09 08:40:00,SUB-03,Substation,5.894,31.97,6.97,0.9965,Normal
2024-01-09 08:45:00,SUB-01,Substation,5.893,32.3,7.3,0.988,Normal
2024-01-09 08:50:00,SUB-02,Substation,5.868,32.48,7.48,0.9999,Normal
2024-01-09 08:55:00,SUB-03,Substation,5.817,32.55,7.55,0.9835,Normal
2024-01-09 09:00:00,SUB-01,Substation,5.883,30.98,5.98,0.9982,Normal
2024-01-09 09:05:00,SUB-02,Substation,5.87,32.21,7.21,0.9967,Normal
2024-01-09 09:10:00,SUB-03,Substation,5.872,32.25,7.25,1.0059,Normal
2024-01-09 09:15:00,SUB-01,Substation,5.867,32.28,7.28,1.0006,Normal
2024-01-09 09:20:00,SUB-02,Substation,5.925,32.04,7.04,0.9963,Normal
2024-01-09 09:25:00,SUB-03,Substation,5.907,31.98,6.98,0.9939,Normal
2024-01-09 09:30:00,SUB-01,Substation,5.841,31.67,6.67,1.0031,Normal
2024-01-09 09:35:00,SUB-02,Substation,5.923,31.81,6.81,0.9956,Normal
2024-01-09 09:40:00,SUB-03,Substation,5.967,32.19,7.19,1.0023,Warning
